id,grpid,carid,timestamp,longitude,latitude,speed,direction
6017,40,XQR763,1302194106.000,113.918060,22.524910,3.0,180.0
6018,69,X52L22,1302194107.000,114.101630,22.612354,0.0,270.0
6019,20,XA3K71,1302194107.000,114.063250,22.531433,0.0,45.0
6020,31,X160F3,1302194108.000,114.303750,22.597750,20.0,180.0
6021,39,X27V40,1302194108.000,114.112720,22.585234,64.0,315.0
6022,46,X57L80,1302194108.000,114.104706,22.540585,4.0,0.0
6023,39,X617D1,1302194108.000,114.111070,22.598450,26.0,180.0
6024,39,XQR422,1302194109.000,114.139980,22.546122,31.0,45.0
6025,70,X10S45,1302194110.000,114.126465,22.576895,58.0,45.0
6026,38,X964G7,1302194110.000,114.105995,22.558702,61.0,45.0
6027,39,XQR423,1302194110.000,113.990395,22.543768,0.0,90.0
6028,39,X643D1,1302194111.000,114.086070,22.556900,49.0,180.0
6029,44,X831U7,1302194111.000,114.201866,22.649368,23.0,0.0
6030,39,X917A2,1302194111.000,114.099480,22.614450,0.0,270.0
6031,131,X412Y0,1302194112.000,114.151420,22.556650,50.0,225.0
6032,39,X59F73,1302194112.000,114.061220,22.691483,47.0,225.0
6033,39,X94P50,1302194113.000,114.116800,22.539232,0.0,0.0
6034,39,X98P21,1302194113.000,114.067230,22.519367,12.0,45.0
6035,105,X17G05,1302194114.000,114.115350,22.579166,30.0,135.0
6036,48,X783Z1,1302194114.000,114.294900,22.722532,13.0,0.0
6037,39,X927G2,1302194114.000,113.950165,22.571468,0.0,225.0
6038,66,X43F95,1302194115.000,114.030910,22.527288,65.0,270.0
6039,36,X628Z0,1302194115.000,114.046490,22.669373,20.0,45.0
6040,14,X369R0,1302194117.000,114.176170,22.561400,17.0,270.0
6041,56,X38G91,1302194117.000,114.107800,22.536636,0.0,0.0
6042,38,X940G3,1302194117.000,114.041145,22.528765,18.0,315.0
6043,67,X20S50,1302194118.000,114.247246,22.719160,43.0,225.0
6044,37,X867U1,1302194118.000,114.071070,22.620441,23.0,45.0
6045,37,XQR411,1302194118.000,113.918335,22.527094,17.0,90.0
6046,33,X971Z3,1302194119.000,114.037040,22.675236,39.0,90.0
6047,35,X360Z7,1302194120.000,114.033560,22.643118,0.0,180.0
6048,59,X47G73,1302194120.000,113.903970,22.556948,0.0,0.0
6049,67,X64K41,1302194120.000,114.020470,22.531797,0.0,270.0
6050,42,X341U2,1302194121.000,113.819466,22.662170,45.0,315.0
6051,39,X407D0,1302194121.000,114.028564,22.546350,64.0,45.0
6052,39,XA3F64,1302194121.000,114.109070,22.558767,72.0,225.0
6053,61,X34G02,1302194123.000,114.039800,22.522354,49.0,270.0
6054,35,X364K5,1302194123.000,114.068985,22.573198,0.0,135.0
6055,39,X50F20,1302194123.000,114.016180,22.638718,57.0,90.0
6056,37,XQR722,1302194124.000,114.114860,22.538982,34.0,225.0
6057,68,X56L83,1302194125.000,114.015320,22.545465,0.0,0.0
6058,40,XA3K31,1302194125.000,114.032616,22.545567,0.0,135.0
6059,54,X56L62,1302194126.000,114.129550,22.558111,0.0,225.0
6060,38,X59D92,1302194126.000,114.158600,22.608450,7.0,180.0
6061,37,X433Z2,1302194127.000,114.004080,22.734533,44.0,45.0
6062,39,X780D2,1302194128.000,114.107580,22.569567,0.0,180.0
6063,38,XQR425,1302194129.000,114.113980,22.541180,0.0,180.0
6064,39,X21V37,1302194130.000,114.117050,22.551400,36.0,135.0
6065,63,X57L82,1302194130.000,114.072200,22.530825,12.0,315.0
6066,39,X76F60,1302194130.000,114.071950,22.536034,0.0,180.0
6067,39,X051F3,1302194131.000,114.164620,22.605247,51.0,225.0
6068,58,X20S21,1302194131.000,114.003450,22.546883,63.0,45.0
6069,64,X57L82,1302194131.000,114.072190,22.530865,12.0,315.0
6070,55,X20S11,1302194132.000,113.914380,22.518053,0.0,270.0
6071,22,X20S20,1302194132.000,114.115830,22.539446,0.0,225.0
6072,132,X412Y0,1302194132.000,114.148400,22.555883,57.0,225.0
6073,38,X988G5,1302194133.000,114.120660,22.543697,0.0,180.0
6074,72,XA5P72,1302194133.000,114.046500,22.599966,187.6,225.0
6075,36,X163F3,1302194134.000,113.894040,22.509026,0.0,180.0
6076,106,X17G05,1302194134.000,114.116470,22.577084,46.0,135.0
6077,72,X17S51,1302194134.000,114.117080,22.621113,150.4,270.0
6078,39,X34G30,1302194134.000,114.071790,22.539007,0.0,270.0
6079,71,X51L21,1302194134.000,114.046425,22.599890,0.0,0.0
6080,36,X867U2,1302194134.000,114.035340,22.696672,46.0,135.0
6081,35,X287K7,1302194135.000,114.008950,22.534187,0.0,270.0
6082,59,X36G92,1302194135.000,114.029430,22.527310,0.0,225.0
6083,39,X451D2,1302194135.000,113.918000,22.689850,60.0,135.0
6084,47,X57L80,1302194135.000,114.105050,22.540878,0.0,0.0
6085,68,X20S50,1302194136.000,114.245100,22.717648,62.0,180.0
6086,67,X35G87,1302194136.000,114.026510,22.598790,54.0,0.0
6087,38,X620D1,1302194136.000,114.057050,22.537283,4.0,135.0
6088,40,X777D1,1302194136.000,114.116684,22.546417,29.0,45.0
6089,39,XA5G44,1302194136.000,114.125830,22.549534,39.0,180.0
6090,33,X453K0,1302194137.000,114.071460,22.548046,0.0,90.0
6091,70,X52L22,1302194137.000,114.101616,22.612373,0.0,0.0
6092,71,X31G42,1302194138.000,114.062450,22.526080,0.0,270.0
6093,41,X357Z2,1302194138.000,114.106360,22.615543,4.0,225.0
6094,68,X35G87,1302194138.000,114.026590,22.599045,52.0,0.0
6095,40,X408Z7,1302194138.000,114.053260,22.622732,39.0,135.0
6096,69,X56L83,1302194138.000,114.015360,22.545490,0.0,0.0
6097,36,X966G5,1302194138.000,114.047560,22.537350,0.0,45.0
6098,71,X21S13,1302194140.000,114.029990,22.530333,78.0,270.0
6099,62,X34G02,1302194140.000,114.038040,22.523317,23.0,270.0
6100,39,X65F70,1302194140.000,114.109780,22.589132,60.0,135.0
6101,66,X56L35,1302194141.000,114.121650,22.568323,1.0,180.0
6102,41,X860U3,1302194141.000,114.021420,22.657550,4.0,135.0
6103,36,X868U5,1302194141.000,114.058290,22.637730,11.0,45.0
6104,44,X16V70,1302194142.000,114.124985,22.553550,0.0,135.0
6105,42,X333U5,1302194142.000,113.812800,22.670345,37.0,225.0
6106,41,X933W5,1302194142.000,114.075280,22.533400,0.0,180.0
6107,41,X962G0,1302194142.000,114.092865,22.543417,0.0,45.0
6108,39,X959G0,1302194143.000,114.068270,22.547680,38.0,45.0
6109,70,X20S43,1302194144.000,114.067950,22.529783,0.0,135.0
6110,53,X35G10,1302194145.000,114.011795,22.533554,46.0,135.0
6111,67,X56L35,1302194145.000,114.121720,22.568336,2.0,180.0
6112,36,X853U3,1302194145.000,114.037680,22.653194,0.0,180.0
6113,40,X26X62,1302194146.000,114.126335,22.573784,0.0,0.0
6114,37,X325U7,1302194146.000,113.817894,22.754713,74.0,270.0
6115,71,X51L73,1302194146.000,114.042120,22.564096,68.0,225.0
6116,41,XQR415,1302194146.000,114.101326,22.542973,0.0,315.0
6117,68,X64K41,1302194147.000,114.020676,22.531773,0.0,0.0
6118,36,X765D7,1302194147.000,114.112480,22.547083,0.0,135.0
6119,37,X967G2,1302194147.000,114.087930,22.561642,14.0,0.0
6120,56,X20S11,1302194148.000,113.914380,22.518053,0.0,270.0
6121,28,X491W3,1302194148.000,114.050865,22.672775,46.0,180.0
6122,38,X867U1,1302194148.000,114.072060,22.621233,0.0,315.0
6123,41,X452W7,1302194149.000,114.044120,22.682405,62.0,0.0
6124,36,X761D7,1302194149.000,113.925150,22.522066,0.0,270.0
6125,40,X766D3,1302194149.000,113.918870,22.520000,0.0,90.0
6126,37,X989G5,1302194149.000,114.084140,22.546247,26.0,315.0
6127,40,X17R35,1302194150.000,114.254460,22.725533,36.0,45.0
6128,40,X332D7,1302194150.000,114.113630,22.544000,0.0,0.0
6129,60,X36G92,1302194150.000,114.029430,22.527310,0.0,225.0
6130,40,X802U7,1302194150.000,114.158936,22.610302,0.0,0.0
6131,73,X17S51,1302194151.000,114.115234,22.621557,24.0,225.0
6132,36,X361Z7,1302194151.000,114.127870,22.695902,14.0,315.0
6133,40,X31W87,1302194152.000,114.124870,22.545100,0.0,225.0
6134,41,X372D2,1302194152.000,114.048650,22.569616,0.0,270.0
6135,133,X412Y0,1302194152.000,114.145530,22.555517,52.0,270.0
6136,33,X508W7,1302194152.000,114.018790,22.655596,0.0,225.0
6137,41,X332U3,1302194153.000,113.843735,22.599897,19.0,135.0
6138,71,X56L55,1302194153.000,114.067986,22.547483,0.0,0.0
6139,40,X18R81,1302194154.000,114.052550,22.720367,0.0,0.0
6140,34,X701U5,1302194154.000,114.135124,22.616596,0.0,315.0
6141,36,X987G3,1302194154.000,114.086720,22.558600,0.0,270.0
6142,40,X98N07,1302194154.000,114.653850,22.517850,0.0,0.0
6143,34,X186F2,1302194155.000,114.030340,22.522581,183.9,0.0
6144,72,X21S13,1302194155.000,114.026985,22.530996,74.0,270.0
6145,34,X306U0,1302194155.000,113.900900,22.577368,37.0,315.0
6146,40,X35F47,1302194155.000,113.929150,22.562967,49.0,315.0
6147,36,X403Z5,1302194155.000,114.023926,22.665876,0.0,90.0
6148,32,X515W5,1302194155.000,114.019844,22.651508,0.0,225.0
6149,70,X56L83,1302194155.000,114.015320,22.545492,0.0,0.0
6150,38,XQR420,1302194155.000,114.091095,22.539080,0.0,180.0
6151,72,X51L73,1302194156.000,114.040270,22.563700,69.0,225.0
6152,37,X070F0,1302194157.000,114.048650,22.537340,0.0,45.0
6153,38,X405Z5,1302194157.000,114.039116,22.651947,36.0,90.0
6154,40,X95P51,1302194157.000,113.922615,22.524550,0.0,0.0
6155,35,X166F7,1302194158.000,113.918080,22.530910,37.0,90.0
6156,39,X193F3,1302194158.000,114.115180,22.545940,0.0,180.0
6157,41,X253U7,1302194158.000,113.864610,22.581976,52.0,180.0
6158,36,X980G1,1302194158.000,114.118100,22.538113,1.0,45.0
6159,40,X28X43,1302194159.000,114.107650,22.568068,0.0,135.0
6160,35,X376Z2,1302194159.000,114.005510,22.734737,0.0,45.0
6161,107,X17G05,1302194160.000,114.116300,22.575600,43.0,270.0
6162,59,X20S21,1302194160.000,114.006530,22.549147,16.0,0.0
6163,72,X31G42,1302194160.000,114.062416,22.526100,0.0,270.0
6164,38,X433Z2,1302194160.000,114.006546,22.735075,11.0,45.0
6165,38,X069V3,1302194161.000,114.072685,22.654230,0.0,90.0
6166,39,X266U7,1302194161.000,113.814620,22.651358,0.0,225.0
6167,56,X38G95,1302194161.000,114.104164,22.537598,52.0,90.0
6168,48,X57L80,1302194162.000,114.105100,22.540855,8.0,0.0
6169,40,X858U3,1302194162.000,114.003510,22.681301,39.0,270.0
6170,38,X989G3,1302194162.000,114.094160,22.551855,33.0,270.0
6171,21,XA3K71,1302194162.000,114.063250,22.531433,0.0,45.0
6172,41,XQR741,1302194162.000,113.914390,22.528997,0.0,135.0
6173,38,X190F3,1302194163.000,113.924900,22.555376,79.0,90.0
6174,71,X20S43,1302194163.000,114.067950,22.529783,181.7,135.0
6175,51,X20S52,1302194163.000,114.129730,22.545813,0.0,315.0
6176,40,X27V40,1302194163.000,114.109380,22.592266,57.0,0.0
6177,67,X43F95,1302194163.000,114.023674,22.532072,64.0,270.0
6178,40,X617D1,1302194163.000,114.107650,22.592518,48.0,180.0
6179,73,XA5P72,1302194163.000,114.046500,22.599966,0.0,225.0
6180,44,X195F5,1302194164.000,114.091060,22.539803,3.0,180.0
6181,42,X253U7,1302194164.000,113.864105,22.581367,44.0,180.0
6182,72,X51L21,1302194164.000,114.046410,22.599886,0.0,315.0
6183,42,XQR415,1302194164.000,114.101490,22.543112,17.0,45.0
6184,38,X169F0,1302194165.000,114.026380,22.598988,69.0,180.0
6185,37,X898G7,1302194165.000,113.815920,22.651367,1.0,315.0
6186,41,XQR763,1302194165.000,113.917730,22.523254,35.0,180.0
6187,40,X643D1,1302194166.000,114.086520,22.553133,37.0,90.0
6188,40,X917A2,1302194166.000,114.099480,22.614450,0.0,270.0
6189,40,X59F73,1302194168.000,114.048700,22.692700,83.0,270.0
6190,40,X94P50,1302194168.000,114.116800,22.539232,0.0,0.0
6191,40,X98P21,1302194168.000,114.067230,22.519367,0.0,45.0
6192,40,XQR423,1302194168.000,113.989620,22.543858,20.0,270.0
6193,32,X160F3,1302194169.000,114.300670,22.594019,23.0,180.0
6194,35,X52D05,1302194169.000,114.158700,22.611050,0.0,315.0
6195,49,X783Z1,1302194169.000,114.294900,22.722532,0.0,0.0
6196,39,X964G7,1302194169.000,114.117775,22.558767,65.0,45.0
6197,40,XQR422,1302194169.000,114.142960,22.550137,0.0,0.0
6198,71,X10S45,1302194170.000,114.134680,22.576288,32.0,90.0
6199,15,X369R0,1302194171.000,114.165270,22.562850,68.0,225.0
6200,45,X831U7,1302194171.000,114.207710,22.655380,52.0,0.0
6201,134,X412Y0,1302194172.000,114.142430,22.555733,56.0,270.0
6202,108,X17G05,1302194174.000,114.117050,22.576418,34.0,45.0
6203,68,X43F95,1302194175.000,114.021360,22.532352,50.0,270.0
6204,40,X927G2,1302194175.000,113.950700,22.569403,0.0,135.0
6205,40,X407D0,1302194176.000,114.039370,22.549368,75.0,45.0
6206,37,X628Z0,1302194176.000,114.050160,22.669386,53.0,90.0
6207,39,X940G3,1302194176.000,114.041670,22.530860,0.0,45.0
6208,40,XA3F64,1302194176.000,114.104200,22.558666,31.0,270.0
6209,69,X20S50,1302194178.000,114.240310,22.713320,55.0,180.0
6210,57,X38G91,1302194178.000,114.110120,22.537592,45.0,45.0
6211,40,X50F20,1302194178.000,114.021880,22.637016,39.0,90.0
6212,39,X867U1,1302194178.000,114.072044,22.621244,0.0,315.0
6213,34,X971Z3,1302194178.000,114.043740,22.674818,41.0,45.0
6214,38,XQR411,1302194179.000,113.919020,22.524158,26.0,90.0
6215,36,X360Z7,1302194180.000,114.032050,22.638935,49.0,180.0
6216,41,XA3K31,1302194180.000,114.032616,22.545567,0.0,135.0
6217,37,X163F3,1302194181.000,113.894680,22.508577,39.0,0.0
6218,43,X341U2,1302194181.000,113.815400,22.667585,0.0,315.0
6219,60,X47G73,1302194181.000,113.903990,22.556978,0.0,0.0
6220,69,X64K41,1302194181.000,114.020680,22.531784,0.0,0.0
6221,36,X364K5,1302194183.000,114.068985,22.573198,0.0,135.0
6222,40,X780D2,1302194183.000,114.107580,22.569567,0.0,180.0
6223,63,X34G02,1302194184.000,114.036766,22.523174,23.0,225.0
6224,58,X38G91,1302194184.000,114.110460,22.537603,17.0,45.0
6225,39,X59D92,1302194184.000,114.161580,22.605050,39.0,45.0
6226,40,X21V37,1302194185.000,114.116780,22.548200,23.0,135.0
6227,40,X76F60,1302194185.000,114.071950,22.536034,0.0,180.0
6228,38,XQR722,1302194185.000,114.105446,22.537420,70.0,270.0
6229,55,X56L62,1302194186.000,114.129425,22.558100,0.0,225.0
6230,71,X56L83,1302194186.000,114.015310,22.545551,0.0,0.0
6231,39,XQR425,1302194188.000,114.114044,22.540823,21.0,135.0
6232,40,X451D2,1302194190.000,113.923020,22.686817,40.0,90.0
6233,60,X20S21,1302194191.000,114.008410,22.551771,42.0,0.0
6234,43,X253U7,1302194191.000,113.863754,22.580996,4.0,180.0
6235,65,X57L82,1302194191.000,114.075000,22.530800,12.0,180.0
6236,39,X620D1,1302194191.000,114.050964,22.537634,38.0,270.0
6237,41,X777D1,1302194191.000,114.116470,22.549917,27.0,0.0
6238,40,XA5G44,1302194191.000,114.123350,22.548616,18.0,225.0
6239,40,X051F3,1302194192.000,114.160610,22.603077,59.0,180.0
6240,57,X20S11,1302194192.000,113.912704,22.520191,30.0,0.0
6241,135,X412Y0,1302194192.000,114.140170,22.556900,49.0,270.0
6242,39,X988G5,1302194193.000,114.120660,22.543697,0.0,180.0
6243,74,XA5P72,1302194193.000,114.046530,22.599900,0.0,225.0
6244,38,X163F3,1302194194.000,113.895500,22.509544,18.0,0.0
6245,109,X17G05,1302194194.000,114.119820,22.576517,51.0,90.0
6246,74,X17S51,1302194194.000,114.107765,22.622702,75.0,270.0
6247,23,X20S20,1302194194.000,114.115830,22.539446,0.0,225.0
6248,40,X34G30,1302194194.000,114.071810,22.538998,0.0,270.0
6249,73,X51L21,1302194194.000,114.046425,22.599882,0.0,315.0
6250,37,X867U2,1302194194.000,114.035420,22.690685,51.0,180.0
6251,36,X287K7,1302194195.000,114.008950,22.534187,0.0,270.0
6252,61,X36G92,1302194195.000,114.029430,22.527310,0.0,225.0
6253,40,X65F70,1302194195.000,114.113530,22.583717,46.0,135.0
6254,70,X20S50,1302194196.000,114.238785,22.711945,28.0,180.0
6255,69,X35G87,1302194196.000,114.024050,22.603777,0.0,180.0
6256,45,X16V70,1302194197.000,114.125015,22.553450,0.0,135.0
6257,34,X453K0,1302194197.000,114.071460,22.548033,0.0,90.0
6258,71,X52L22,1302194197.000,114.101610,22.612377,0.0,270.0
6259,42,X933W5,1302194197.000,114.075280,22.533400,0.0,180.0
6260,73,X31G42,1302194198.000,114.062380,22.526117,0.0,270.0
6261,42,X357Z2,1302194198.000,114.107470,22.611746,29.0,90.0
6262,70,X35G87,1302194198.000,114.024050,22.603775,11.0,270.0
6263,37,X966G5,1302194198.000,114.051370,22.537298,50.0,90.0
6264,41,X408Z7,1302194199.000,114.054794,22.621610,0.0,90.0
6265,73,X21S13,1302194200.000,114.018040,22.531727,76.0,225.0
6266,64,X34G02,1302194200.000,114.035706,22.522535,16.0,225.0
6267,41,X26X62,1302194201.000,114.126335,22.573784,0.0,0.0
6268,37,X868U5,1302194201.000,114.062280,22.638903,0.0,45.0
6269,68,X56L35,1302194202.000,114.120056,22.566847,8.0,270.0
6270,42,X860U3,1302194202.000,114.020400,22.656807,30.0,225.0
6271,40,X959G0,1302194202.000,114.073770,22.547632,55.0,90.0
6272,42,X962G0,1302194203.000,114.092865,22.543417,0.0,45.0
6273,72,X20S43,1302194204.000,114.067894,22.528988,13.0,180.0
6274,41,X766D3,1302194204.000,113.918870,22.520000,0.0,90.0
6275,41,X17R35,1302194205.000,114.255780,22.729433,43.0,225.0
6276,41,X332D7,1302194205.000,114.113630,22.544000,0.0,0.0
6277,54,X35G10,1302194205.000,114.013960,22.530525,54.0,45.0
6278,69,X56L35,1302194205.000,114.120050,22.566856,0.0,270.0
6279,37,X853U3,1302194205.000,114.038010,22.651300,38.0,180.0
6280,73,X51L73,1302194206.000,114.032530,22.562647,49.0,225.0
6281,43,XQR415,1302194206.000,114.101120,22.541264,40.0,270.0
6282,41,X31W87,1302194207.000,114.124030,22.544950,4.0,225.0
6283,42,X372D2,1302194207.000,114.048650,22.569616,0.0,270.0
6284,29,X491W3,1302194207.000,114.047615,22.670242,22.0,225.0
6285,37,X765D7,1302194207.000,114.112480,22.547083,0.0,135.0
6286,38,X967G2,1302194207.000,114.089890,22.561020,28.0,45.0
6287,38,X989G5,1302194208.000,114.083960,22.548182,6.0,225.0
6288,41,X18R81,1302194209.000,114.055115,22.722650,22.0,45.0
6289,58,X20S11,1302194209.000,113.913320,22.521242,89.3,0.0
6290,37,X761D7,1302194209.000,113.925150,22.522066,0.0,270.0
6291,41,X802U7,1302194209.000,114.158936,22.610302,0.0,0.0
6292,41,X98N07,1302194209.000,114.653850,22.517850,0.0,0.0
6293,41,X35F47,1302194210.000,113.930820,22.565968,44.0,180.0
6294,62,X36G92,1302194210.000,114.029430,22.527310,0.0,225.0
6295,42,X452W7,1302194210.000,114.044560,22.691483,59.0,0.0
6296,75,X17S51,1302194211.000,114.106520,22.623486,0.0,270.0
6297,41,X35G03,1302194211.000,113.924675,22.535547,0.0,0.0
6298,37,X361Z7,1302194211.000,114.126610,22.697428,11.0,315.0
6299,136,X412Y0,1302194212.000,114.137830,22.556316,49.0,180.0
6300,34,X508W7,1302194212.000,114.016624,22.657871,0.0,270.0
6301,41,X95P51,1302194212.000,113.922615,22.524550,0.0,0.0
6302,42,X332U3,1302194213.000,113.843930,22.599361,0.0,135.0
6303,110,X17G05,1302194214.000,114.121330,22.576218,30.0,135.0
6304,41,X28X43,1302194214.000,114.107650,22.568068,0.0,135.0
6305,72,X56L55,1302194214.000,114.068030,22.547512,0.0,0.0
6306,35,X701U5,1302194214.000,-165.966701,22.616596,0.0,315.0
6307,37,X987G3,1302194214.000,114.086720,22.558600,0.0,270.0
6308,35,X186F2,1302194215.000,114.030310,22.522623,0.0,0.0
6309,35,X306U0,1302194215.000,113.898910,22.579363,32.0,270.0
6310,72,X56L83,1302194215.000,114.015280,22.545550,0.0,315.0
6311,39,XQR420,1302194215.000,114.091095,22.539080,0.0,180.0
6312,74,X21S13,1302194216.000,114.014870,22.530980,78.0,225.0
6313,39,X405Z5,1302194216.000,114.045020,22.649483,36.0,90.0
6314,33,X515W5,1302194216.000,114.019844,22.651508,0.0,225.0
6315,41,X27V40,1302194217.000,114.114450,22.601282,75.0,0.0
6316,37,X403Z5,1302194217.000,114.021614,22.664015,31.0,225.0
6317,74,X51L73,1302194217.000,114.031100,22.562431,43.0,225.0
6318,22,XA3K71,1302194217.000,114.063250,22.531433,0.0,45.0
6319,38,X070F0,1302194218.000,114.048690,22.537325,0.0,45.0
6320,44,X253U7,1302194218.000,113.864880,22.579323,62.0,90.0
6321,41,X617D1,1302194218.000,114.103780,22.588500,41.0,225.0
6322,37,X980G1,1302194218.000,114.117920,22.537922,1.0,180.0
6323,36,X166F7,1302194219.000,113.920580,22.530321,0.0,90.0
6324,40,X193F3,1302194219.000,114.115180,22.545940,0.0,180.0
6325,36,X376Z2,1302194219.000,114.005500,22.734753,0.0,45.0
6326,39,X069V3,1302194220.000,114.072685,22.654230,0.0,90.0
6327,61,X20S21,1302194220.000,114.010150,22.554770,51.0,0.0
6328,74,X31G42,1302194220.000,114.062290,22.526125,8.0,225.0
6329,42,X408Z7,1302194220.000,114.054780,22.621613,0.0,90.0
6330,39,X433Z2,1302194220.000,114.006645,22.735085,0.0,45.0
6331,40,X266U7,1302194221.000,113.814620,22.651358,0.0,225.0
6332,57,X38G95,1302194221.000,114.110200,22.537958,31.0,225.0
6333,41,X643D1,1302194221.000,114.090900,22.554234,31.0,45.0
6334,41,X917A2,1302194221.000,114.099480,22.614450,0.0,270.0
6335,49,X57L80,1302194222.000,114.105156,22.541000,0.0,0.0
6336,41,X858U3,1302194222.000,114.000854,22.684233,36.0,0.0
6337,42,XQR741,1302194222.000,113.914390,22.528997,0.0,135.0
6338,73,X20S43,1302194223.000,114.067870,22.528923,0.0,180.0
6339,52,X20S52,1302194223.000,114.129730,22.545813,0.0,315.0
6340,69,X43F95,1302194223.000,114.012024,22.530375,74.0,225.0
6341,41,X59F73,1302194223.000,114.044770,22.693268,26.0,270.0
6342,41,X94P50,1302194223.000,114.116800,22.539232,0.0,0.0
6343,39,X989G3,1302194223.000,114.091360,22.551888,0.0,225.0
6344,41,X98P21,1302194223.000,114.067230,22.519367,0.0,45.0
6345,75,XA5P72,1302194223.000,114.046500,22.599934,0.0,225.0
6346,39,X190F3,1302194224.000,113.938050,22.555403,81.0,90.0
6347,45,X195F5,1302194224.000,114.091310,22.538668,22.0,0.0
6348,75,X31G42,1302194224.000,114.062160,22.526093,16.0,225.0
6349,65,X34G02,1302194224.000,114.035660,22.522514,0.0,0.0
6350,74,X51L21,1302194224.000,114.046450,22.599882,0.0,0.0
6351,50,X783Z1,1302194224.000,114.294900,22.722532,0.0,0.0
6352,39,X169F0,1302194225.000,114.017170,22.592010,81.0,225.0
6353,38,X898G7,1302194225.000,113.815605,22.651680,4.0,270.0
6354,55,X35G10,1302194226.000,114.016440,22.530710,34.0,135.0
6355,42,XQR763,1302194226.000,113.917620,22.522907,1.0,0.0
6356,72,X52L22,1302194227.000,114.101570,22.612432,0.0,270.0
6357,33,X160F3,1302194229.000,114.300610,22.593876,0.0,180.0
6358,40,X964G7,1302194229.000,114.125680,22.552856,46.0,135.0
6359,41,XQR422,1302194229.000,114.140570,22.549930,34.0,225.0
6360,41,XQR423,1302194230.000,113.988960,22.543940,0.0,270.0
6361,72,X10S45,1302194231.000,114.138115,22.572940,62.0,180.0
6362,41,X407D0,1302194231.000,114.047134,22.550900,51.0,45.0
6363,41,XA3F64,1302194231.000,114.103980,22.555717,19.0,180.0
6364,111,X17G05,1302194232.000,114.121430,22.575200,21.0,180.0
6365,137,X412Y0,1302194232.000,114.138850,22.554117,50.0,180.0
6366,41,X50F20,1302194233.000,114.032036,22.634117,50.0,90.0
6367,41,X927G2,1302194234.000,113.950720,22.569439,0.0,135.0
6368,70,X43F95,1302194235.000,114.009650,22.529892,74.0,225.0
6369,38,X628Z0,1302194235.000,114.056114,22.665339,42.0,135.0
6370,42,XA3K31,1302194235.000,114.032616,22.545567,0.0,135.0
6371,40,X940G3,1302194236.000,114.041850,22.530827,0.0,135.0
6372,71,X20S50,1302194238.000,114.237610,22.710848,56.0,180.0
6373,59,X38G91,1302194238.000,114.110470,22.539688,45.0,315.0
6374,41,X780D2,1302194238.000,114.107580,22.569567,0.0,180.0
6375,40,X867U1,1302194238.000,114.071200,22.620565,16.0,225.0
6376,39,XQR411,1302194238.000,113.922110,22.522873,15.0,90.0
6377,35,X971Z3,1302194239.000,114.045490,22.673843,16.0,90.0
6378,37,X360Z7,1302194240.000,114.032110,22.634502,0.0,135.0
6379,41,X76F60,1302194240.000,114.071950,22.536034,0.0,180.0
6380,76,X17S51,1302194241.000,114.106606,22.623259,0.0,90.0
6381,41,X21V37,1302194241.000,114.117370,22.545250,20.0,135.0
6382,44,X341U2,1302194241.000,113.813610,22.670660,18.0,0.0
6383,61,X47G73,1302194241.000,113.903950,22.556973,0.0,0.0
6384,70,X64K41,1302194241.000,114.020700,22.531790,0.0,0.0
6385,37,X364K5,1302194243.000,114.068985,22.573198,0.0,135.0
6386,66,X34G02,1302194244.000,114.035700,22.522526,0.0,180.0
6387,60,X38G91,1302194244.000,114.110480,22.540413,46.0,315.0
6388,39,XQR722,1302194244.000,114.093620,22.538227,72.0,270.0
6389,41,X451D2,1302194245.000,113.928350,22.684467,39.0,90.0
6390,73,X56L83,1302194246.000,114.015270,22.545523,0.0,0.0
6391,40,X59D92,1302194246.000,114.163830,22.605284,13.0,90.0
6392,40,X620D1,1302194246.000,114.048020,22.537533,19.0,225.0
6393,42,X777D1,1302194246.000,114.117836,22.552418,17.0,0.0
6394,41,XA5G44,1302194246.000,114.122720,22.549683,9.0,315.0
6395,56,X56L62,1302194247.000,114.129270,22.558018,0.0,270.0
6396,40,XQR425,1302194249.000,114.113820,22.541086,1.0,315.0
6397,41,X65F70,1302194250.000,114.117035,22.575983,60.0,135.0
6398,41,X051F3,1302194251.000,114.155350,22.596987,30.0,225.0
6399,66,X57L82,1302194251.000,114.072340,22.530718,0.0,0.0
6400,46,X16V70,1302194252.000,114.125015,22.553450,0.0,135.0
6401,62,X20S21,1302194252.000,114.014500,22.555433,49.0,45.0
6402,138,X412Y0,1302194252.000,114.137634,22.552116,45.0,180.0
6403,59,X20S11,1302194253.000,113.914540,22.524730,36.0,0.0
6404,43,X933W5,1302194253.000,114.075280,22.533400,0.0,0.0
6405,40,X988G5,1302194253.000,114.120660,22.543697,0.0,180.0
6406,76,XA5P72,1302194253.000,114.046486,22.599934,0.0,225.0
6407,24,X20S20,1302194254.000,114.115830,22.539446,0.0,225.0
6408,75,X51L21,1302194254.000,114.046450,22.599895,0.0,315.0
6409,38,X867U2,1302194254.000,114.033530,22.682478,57.0,180.0
6410,39,X163F3,1302194255.000,113.899210,22.512148,59.0,45.0
6411,37,X287K7,1302194255.000,114.008950,22.534187,0.0,270.0
6412,41,X34G30,1302194255.000,114.071780,22.539005,0.0,0.0
6413,42,X26X62,1302194256.000,114.126335,22.573784,0.0,0.0
